feature,class
"[-2.58388334e+02  3.05092085e+01 -3.44125118e+01 -2.27018868e+00
 -1.84409138e+01 -3.02897407e-01 -8.54150082e+00 -8.01213458e-01
 -4.81669153e+00 -1.68864718e+00 -3.06665706e+00 -4.42076247e+00
 -2.95608316e+00 -4.37912744e+00 -1.93057447e+00 -1.25651252e+00
 -1.20995596e+00  1.15209260e+00 -3.76713042e+00 -2.21890598e+00
 -2.75836541e+00  1.42045695e+00  1.33637170e+00  5.84406728e-01
 -2.36447589e+00 -1.86801038e+00 -1.79414750e+00  4.35941894e-01
 -2.55052237e+00 -1.83222396e+00 -1.49121569e+00  1.51501123e+00
  4.75191511e-01  2.19273629e+00  1.23574767e+00 -7.47358913e-01
 -7.12758824e-01 -6.17827308e-01 -2.43332754e-01 -2.56773229e-01]",cat
"[-2.65791655e+02  3.09506632e+01 -3.30931856e+01 -2.00693611e+00
 -1.87833025e+01  2.34723014e-01 -8.34717534e+00 -2.37265635e+00
 -4.39817261e+00 -4.08607560e-01 -2.37630861e+00 -5.38398468e+00
 -3.31777252e+00 -4.10539003e+00 -2.71679036e+00 -1.10930270e+00
 -1.41873779e+00  1.41337625e+00 -3.54139377e+00 -2.46761603e+00
 -3.05851035e+00  8.28777679e-01  9.93498881e-01  2.57142942e-01
 -2.50063683e+00 -1.71211133e+00 -1.91940090e+00  1.54728195e-02
 -2.54344754e+00 -1.83050367e+00 -1.69032003e+00  1.44111414e+00
 -3.27674876e-01  1.20451165e+00  7.07462254e-01 -1.43087449e+00
 -1.07242061e+00 -6.32731362e-01 -2.46910833e-01 -2.45112407e-01]",cat
"[-2.61312554e+02  1.09329922e+02 -1.38635519e+02 -4.01371804e+00
 -6.59607582e+00 -1.36748890e+01  6.80777396e+00 -1.34974401e+01
  6.90632370e+00 -4.37726788e-01 -6.33662962e+00  4.73472534e+00
 -1.12707427e+00  3.58460801e+00  2.54472534e+00 -3.16936983e+00
 -7.15280925e+00 -1.11864745e+01 -8.25951134e+00 -2.38060974e+00
 -4.75151017e+00 -6.38566921e+00 -2.15370905e+00 -4.33775464e+00
 -2.51215500e+00 -9.98116090e-01 -4.22413382e+00 -4.89351372e-01
 -3.67860852e+00 -3.02312907e+00 -1.17778827e+00 -3.69160612e+00
  1.72432250e+00 -4.22606290e+00 -1.73570411e+00  1.74310224e-01
 -3.36046031e+00  3.55752061e+00  4.16302481e-01 -1.88189294e-01]",cat
"[-2.71064623e+02  1.00492907e+02 -1.02702416e+02 -2.32543632e+01
 -1.69060106e+01 -9.40888629e+00 -1.49815315e+00 -1.14034409e+01
  1.54070673e+01 -3.97658158e+00 -3.35919675e+00  1.66653275e+01
 -6.16628068e-01  3.13700801e+00  8.42020157e+00  9.83242151e-02
 -2.41821236e+00 -6.59562443e+00 -8.62653120e+00 -6.12478501e+00
 -1.70925000e+00 -3.35533863e+00 -5.66643019e+00  1.62922966e+00
 -3.79191229e-02 -6.18517776e+00  3.11125634e+00  4.49981649e+00
 -6.68976313e+00 -2.16047461e+00 -5.44135526e+00 -9.49040343e+00
  3.94376514e+00 -2.86346054e+00 -1.02353259e+01 -2.33402794e+00
 -2.71601992e+00 -4.32549842e+00 -7.99626494e+00 -2.20820816e+00]",cat
"[-238.59344464   55.29262472  -10.05055865   25.34741395   16.33982469
   34.39542972   14.27045096   12.6459752   -16.28960308   -9.28532897
   29.80448061   20.82898228   -8.88242497   -1.15219064    6.78578554
   -5.93848929   14.67320551   20.61380864  -18.04107763    5.68729577
    7.09922819    3.87654331   17.16628895   -8.11357289    4.48776695
    0.83161201   -1.51293192   15.06973539  -10.00383295   -0.74519448
   -1.43891725    2.36746173    2.6669678     4.17026121   -0.9404074
   -6.68673623    5.97543878    1.22472698    1.15303366   -3.52086471]",cat
"[-2.85106609e+02  1.05404930e+02 -5.54736533e+00  2.27678275e+01
  6.94949773e-01  3.02139956e+00 -4.30296264e+00  2.19901952e+00
 -4.00061430e+00  9.99320340e-01 -1.09505167e+00 -1.02474237e+00
 -7.41403966e+00 -1.75490074e+00 -2.13936775e+00 -1.80379048e+00
 -4.05152201e+00  1.25122368e+00 -2.16079599e+00 -1.82585118e+00
 -1.40378155e+00  3.28568241e-01 -1.64305599e+00  3.90738067e+00
  2.16512339e+00  1.41757659e+00  2.68554221e+00 -6.94185537e-01
 -3.34623924e+00  1.16755871e+00 -8.60191950e-01  3.29379224e-01
 -1.08894764e-01 -1.44056225e+00 -9.17460844e-01 -2.67328760e+00
 -1.40215335e+00 -2.23328874e+00 -3.10112071e+00 -1.46859529e+00]",cat
"[-3.05039823e+02  8.35453888e+01 -3.21072514e-01  3.80398383e+01
  1.86856958e+01  2.56758445e+01  1.41075351e+01  8.15162583e+00
  9.96580469e+00  2.87501469e+00 -1.69872012e-01  5.81038063e-01
  7.11382244e+00  1.44263466e+01  1.52688932e+01  1.52281428e+01
  9.60248195e+00  1.68820529e+00  3.62327986e+00  9.58713293e+00
  5.45490929e+00  6.34841725e-01 -2.26400470e+00  6.38253464e+00
  3.27121579e+00  1.96835948e+00  3.10877474e+00  1.37888576e+01
  8.95344189e+00  2.51723996e+00  1.85482092e+00  5.82307054e+00
  1.38001604e+00  2.54155816e+00  6.06542488e+00  5.12496224e-01
 -3.43268892e+00  4.02072761e+00  3.70591890e+00  1.85350716e+00]",cat
"[-4.05931020e+02  1.10537962e+02  6.91151456e+00  8.82000305e+00
  5.96422937e-01  4.82310218e+00  8.84923086e-01  4.40230406e+00
 -2.25816284e+00 -1.19954040e+00 -1.68414742e+00 -6.09543291e-01
 -2.08205930e+00  2.62502597e+00 -2.14299438e+00  1.08399537e+00
 -1.57004333e+00 -1.03277731e-01 -2.68788706e+00 -2.09981745e+00
 -3.69170097e+00 -2.16533913e+00 -4.95615040e+00 -2.04621278e+00
 -4.25899372e+00 -3.91830769e+00 -2.94011115e+00 -2.18017828e+00
 -6.33151657e+00 -3.10110915e+00 -4.01732852e+00 -3.33335099e+00
 -3.86915053e+00 -3.64581858e+00 -4.33920153e+00 -2.09394251e+00
 -4.80899550e+00 -2.31566530e+00 -2.90151451e+00 -1.87855800e+00]",cat
"[-395.57824827  103.45146543    5.41973293    9.24584041    1.2148881
   10.70779214    0.76098237    1.56112489   -6.65292518   -6.0123543
   -3.38680674    2.26609545    3.29676371    7.74525808   -2.32930426
    0.80293493   -1.43937465   -2.34798948   -7.06884292   -3.10872577
   -3.86182417   -3.25326922   -6.01559504   -3.72984714   -5.95263337
   -5.3765581    -3.19928211   -2.64843894   -6.22348864   -2.20917204
   -2.93701076   -2.15314264   -3.85767132   -4.33898237   -4.41402278
   -1.65889422   -3.62201442   -1.79175891   -2.10746221   -1.39459428]",cat
"[-4.05270833e+02  1.04278510e+02  7.44092640e+00  1.00252907e+01
  2.05303947e+00  9.88646808e+00  6.01484335e-01 -1.26616971e+00
 -8.72480857e+00 -6.04905157e+00 -4.28025924e+00  3.30632593e+00
  3.45253983e+00  8.66176834e+00 -7.59035297e-01 -3.15023809e-01
 -6.84463435e-01 -2.74087027e+00 -8.03250911e+00 -5.72233836e+00
 -5.22693544e+00 -4.22897554e+00 -6.64472019e+00 -3.76881110e+00
 -4.48219411e+00 -4.14579644e+00 -2.84669730e+00 -1.57171220e+00
 -5.85698174e+00 -3.25399789e+00 -3.35754217e+00 -2.04383360e+00
 -4.31349454e+00 -4.01776427e+00 -4.57329493e+00 -1.83974340e+00
 -3.43992308e+00 -2.08550655e+00 -1.79994861e+00 -8.79898821e-01]",cat
"[-63.72516965 166.43933968 -11.68863256  28.47338225  -1.37830068
   9.93854002  -7.46019687   8.78329106  -0.87088157   1.87835694
  -3.42939717  -5.01358025  -3.3637991   -9.03603744 -10.57640583
  -0.66743707   4.81253187   6.1996769    0.48571222  -2.84658141
  -2.95181003  -4.17848303  -3.10844183  -1.68145624  -3.47350544
  -2.46596686  -3.5138988    0.18614725  -2.55462867  -3.93489799
  -2.95518758  -1.51903985  -4.57163754  -2.68398537  -4.74342476
  -3.38358674   0.4860563   -1.36817074  -1.89787671  -2.67751136]",cat
"[-3.95048539e+02  1.08435698e+02  2.44759098e+01  1.48066106e+01
  5.45411075e+00  8.95001704e+00  3.43018661e+00  2.25223145e+00
 -3.21908840e+00 -8.29284313e-01  6.01574699e-01  1.66362643e+00
 -1.07114948e+00  6.20330231e+00  7.08578307e-01  3.36144928e+00
 -1.29965727e+00  3.09553616e-01 -4.67452372e+00 -3.18668352e+00
 -2.63925782e+00 -4.19782314e+00 -3.76571968e+00 -2.19129033e+00
 -1.33562004e+00 -9.36911793e-01 -1.55494010e+00 -1.39057442e+00
 -2.39948245e+00 -1.57960745e+00 -4.04633467e+00 -2.55465081e+00
 -4.13804803e+00 -3.27235898e+00 -4.21317883e+00 -2.48634042e+00
 -3.12325888e+00 -1.21477783e+00 -1.81457997e+00 -1.15322587e+00]",cat
"[-4.01527883e+02  1.09702131e+02  2.60030454e+01  1.34717792e+01
  6.17725027e+00  1.01659998e+01  4.64082999e+00  2.58736605e+00
 -1.70246385e+00 -1.77974212e+00 -2.97469178e-01  4.09993592e-01
 -2.27755335e+00  6.79166142e+00  2.47142122e+00  3.81774667e+00
 -1.86608807e+00 -9.59846600e-01 -5.58010249e+00 -4.89683469e+00
 -3.41466192e+00 -4.45623404e+00 -3.88981566e+00 -1.49190803e+00
 -8.10748554e-01 -5.79579182e-01 -1.78645472e+00 -8.96784199e-01
 -2.17274875e+00 -3.99089425e-01 -3.79184028e+00 -2.25681922e+00
 -4.19547348e+00 -3.82760011e+00 -4.22986832e+00 -2.55828121e+00
 -2.94169849e+00 -1.13595278e+00 -1.94009351e+00 -1.34239438e+00]",cat
"[-3.58025530e+02  1.02438823e+02  4.20605695e+00  1.64117298e+01
  1.15660767e+00  1.12056087e+01  4.73471970e-01  2.69339049e-01
 -5.56257787e+00 -5.14346863e+00 -3.33572836e-01  1.79440622e+00
  2.30782887e+00  1.26348097e+01  1.56277800e+00  3.87131144e+00
 -1.90143472e+00 -1.16276181e+00 -5.64787128e+00 -5.91348555e+00
 -3.53374302e+00 -6.19248589e+00 -3.17479538e+00 -2.45172467e+00
 -7.67528958e-01 -1.89488580e-01 -1.36207528e+00 -2.68950547e+00
 -3.62470134e+00 -4.13138014e+00 -4.09441102e+00 -1.91686806e+00
 -4.52621763e+00 -3.28373130e+00 -4.84261569e+00 -1.96348337e+00
 -2.88395312e+00 -1.48688188e+00 -2.41291076e+00 -6.33553827e-01]",cat
"[-1.99506546e+02  1.04024695e+02 -2.79776218e+01  7.90163568e+00
  5.70026422e+00  1.79939673e+01  6.91944726e-01  7.13048393e+00
  3.47134313e+00  1.20003000e+00 -6.04310293e-01  5.23913151e-01
 -4.12107839e-01  6.46024103e+00  5.76316606e+00  5.35909959e+00
  4.78564356e-01  3.78770481e+00  2.53919982e+00  3.74060228e+00
  4.45253409e-01  1.84673129e+00  2.13551095e+00  7.97056524e-01
  1.66899113e+00  2.85211889e+00  3.04809748e+00  2.53748645e+00
 -6.18662019e-02  2.14640110e+00  1.87471134e+00  9.79564553e-01
 -9.90992281e-01 -4.42495956e-01 -2.20406774e-01 -1.35113828e+00
 -2.72761973e+00 -1.53274373e+00 -1.28719963e-01  1.17923860e-01]",cat
"[-186.79181581  101.85108234  -31.91189469    9.07528146    8.03813462
   14.81208846   -2.14973802    9.41367231    3.07473275    1.44453849
    1.56499887    1.09386212    1.14238646    4.55206865    3.94091735
    4.21317959    0.19204252    3.17068332    1.79387909    4.21284585
    2.20079034    3.04706956    1.87771562    1.61736537    1.58512273
    2.4233109     2.11541999    0.58532557    0.52369273    3.17410777
    1.89443435    0.66508808   -0.93482742   -0.537617     -0.67206538
   -2.38365898   -1.72735025    0.33122669   -0.85205536   -0.35005285]",cat
"[-3.05579198e+02  1.09220037e+02 -8.04110597e+00  2.13783645e+01
 -9.76706243e-01  2.55449404e+00 -3.48722190e+00  4.42614715e-01
 -5.24507041e+00  1.42205477e+00  3.33440653e-01  1.08317082e+00
 -4.76503177e+00 -1.35393444e-01 -1.41000621e+00 -5.52073692e-01
 -2.48359788e+00  2.90747194e-01 -1.96126880e+00 -1.17262998e+00
 -2.09488089e-01 -2.87006165e-02 -1.96870000e+00  2.97188875e+00
  2.23515588e+00  1.29336127e+00  2.41719504e+00 -2.98917608e-01
 -2.97025027e+00 -5.94964640e-01 -1.28918578e+00  2.09558556e-01
 -3.31285516e-01 -7.27971567e-01  4.29223633e-02 -1.89439332e+00
 -4.21139370e-01 -1.45606327e+00 -2.61659998e+00 -1.09709675e+00]",cat
"[-1.85875058e+02  9.85262138e+01 -3.35142892e+01  7.06805614e+00
  5.89992724e+00  1.58773512e+01 -9.73020683e-02  1.31439854e+01
  4.21131680e+00  2.51634003e+00  1.49484901e+00  9.87137654e-01
  2.50943625e-01  3.26216369e+00  5.02113622e+00  4.86654712e+00
 -1.54766473e-01  3.49656112e+00  2.12067951e+00  1.74834311e+00
  3.11814699e+00  2.72011460e+00  4.55776433e+00  2.59998685e+00
  5.55823208e-01  4.75733684e-01  7.77533087e-01  1.51466958e+00
  2.06374845e-01  1.78731861e+00  8.55733447e-01 -6.72918400e-02
  6.01117775e-01 -9.31765243e-01 -1.64252392e+00 -2.42931670e+00
 -1.08946969e+00 -2.11330464e-02 -1.96949147e+00 -6.97437708e-01]",cat
"[-1.91986684e+02  5.81939408e+01 -1.77923258e+01  2.99528596e+01
  1.06807365e+01  5.62467315e+00  1.09950754e+01  1.61146337e+01
  1.46668212e+01  1.63284902e+01 -5.92948325e-01 -2.57562355e+00
 -1.07081296e+00  8.86750195e+00  1.45996415e+00  4.77095984e-01
  6.43403864e+00  1.43143501e+00 -1.03594594e+01 -3.52375058e+00
  1.31643362e+00 -2.36106534e-01  1.35985361e-01  2.22649282e+00
  2.34740539e+00  2.75144767e+00 -1.33031200e+00 -2.34568365e+00
  5.45219846e+00  2.54676297e+00 -2.66228641e+00 -3.40190561e+00
 -3.69321344e+00  2.11011896e-01 -2.62537842e+00  3.64436013e+00
  4.62662473e+00  2.35057395e+00  2.75606077e+00  5.52210038e-01]",cat
"[-2.28427913e+02  1.81724817e+02 -8.36037647e+01  4.55607079e+01
 -2.22277069e+01 -2.59988279e+01  1.68281622e+01 -3.57727008e+01
  3.70915931e+00 -5.22657583e+00 -1.58512830e+01  1.45041681e+01
 -1.61060700e+01 -2.47457009e+00  4.06580990e-01 -1.25789944e+01
  9.18257190e+00 -5.93916979e+00 -2.64588136e+00  4.37541409e+00
 -1.11963159e+01  4.20008458e+00 -2.12443811e+00 -2.62987670e+00
  4.37067122e+00 -6.59010683e+00  2.87050866e+00  2.40529802e-01
 -5.82024525e+00  4.41685484e+00 -4.29433633e+00 -3.94537357e-01
 -4.23708801e-01 -7.10911900e+00  2.35322677e-01 -5.22846194e+00
 -3.57456088e+00 -3.55566315e-02 -4.99024502e+00 -2.26202812e-01]",cat
"[-1.45616157e+02  4.40747336e+01 -5.23834254e+01  1.09344902e+01
 -1.62159266e+01 -5.68194800e+00  1.18053850e-01  3.24450184e+00
 -1.00130305e+01  5.24997915e-02 -6.15407197e+00  1.14391901e+00
 -1.87531490e+00  4.27118745e+00  7.98886493e-01 -9.99879031e-01
 -1.31977664e+00  1.37192840e+00 -2.69575940e+00 -3.20791183e-01
  6.42077377e-01  1.73796207e+00  4.33179952e+00  2.08472202e+00
  2.97399808e+00  2.29239380e+00 -4.41997212e-01 -4.81514984e-03
 -4.61849619e-01 -9.60824809e-02 -9.64167840e-01 -5.87781261e-01
 -2.93013227e-01  1.01711044e+00  1.61488250e-01  1.26254467e+00
 -1.31724290e-01  8.65775118e-01 -2.37940643e-01  2.81559645e-01]",cat
"[-2.86327235e+02  1.09239387e+02 -6.93174256e+00 -2.35451153e+01
 -5.90312389e-01 -3.95122330e+00 -6.40918392e+00 -1.66237912e+01
 -3.31907471e+01 -1.05575590e+01 -5.52800635e+00 -1.71926944e+00
  1.46669117e+01  9.08469199e+00 -1.15846738e-01 -2.94529027e+00
 -3.92380734e+00  1.51392992e+00 -4.93086286e+00  1.54944917e-01
 -4.53538537e+00  6.35179697e+00  1.20307512e+00  2.98815825e+00
  3.79122162e+00  2.58909300e+00 -4.20674783e+00 -1.13896891e+00
 -3.74764973e-01 -2.19548174e-01 -1.82438283e+00  7.65052859e-01
 -2.04827744e+00 -6.31490849e-01  8.56811560e-01  2.21202934e+00
  1.12559566e+00 -5.59349149e-01 -7.95822715e-01 -1.05954745e+00]",cat
"[-2.89178414e+02  1.05844907e+02 -7.57436970e+00  7.58980620e+00
  1.03121798e+01  6.34598097e+00  7.84779849e+00  8.80347327e+00
  1.15436594e+00  2.11264681e+00 -1.09981663e+00  6.86023265e-01
 -1.44853864e+00  1.50342609e+00  1.03288051e+00  3.02306028e+00
 -8.82777267e-01  2.30899725e+00  9.82792637e-01  1.11421788e+00
  1.04602229e+00  1.42742106e+00  1.33878517e+00  3.11667109e+00
  1.55780105e+00  3.45060171e+00  1.94856202e+00  1.10490773e+00
  4.45576862e-01 -2.06905554e-03 -1.15626823e+00 -3.48507757e-01
 -6.41904931e-01 -7.00021795e-02 -9.05962843e-01  2.67044006e-01
 -5.85488390e-01 -5.70105412e-01 -7.27734736e-01 -2.82510890e-01]",cat
"[-2.99469706e+02  1.15057683e+02 -4.36414942e+00  9.24567474e+00
  1.19723766e+01  1.12594715e+01  8.34597204e+00  7.00656015e+00
  2.33262731e+00  1.27569325e-01  3.00654588e-02  8.97410803e-02
  7.43733061e-01  1.52953772e+00  1.69071760e+00  2.51228825e+00
  1.04368361e+00  2.77787058e+00  1.44458607e+00  1.44624191e+00
  1.60858292e+00  8.89957310e-01  9.00510505e-01  2.88792047e+00
  2.07418965e+00  3.49209597e+00  2.91613646e+00  2.51678210e+00
  1.15712060e+00  9.61703394e-01 -3.43981178e-01  2.10028326e-01
 -3.95251385e-01 -1.71295592e-01 -8.75435500e-01  2.57481596e-01
 -4.24975245e-01  4.91366251e-02 -1.74864211e-01 -2.05531220e-01]",cat
"[-3.05371793e+02  1.30680138e+02  7.41144818e-01  9.13321697e+00
  1.74287521e+01  1.54114020e+01  8.30081100e+00  6.97154506e+00
  3.85067652e+00  6.35759500e-01 -8.63233926e-01  1.70319420e-01
  3.91467053e+00  1.66629759e+00  3.17777265e+00  3.05859225e+00
  1.99807385e+00  2.05678615e+00  9.46145391e-01  1.77065983e+00
  1.71160514e+00  1.57298509e+00  1.27212512e+00  2.27101692e+00
  1.86435852e+00  1.94429313e+00  3.26836330e+00  3.05089948e+00
  1.32060302e+00  1.94812110e+00  1.16448505e+00  7.87897405e-01
  6.30463475e-01  4.02861916e-01 -2.36863616e-01  4.44994252e-02
  2.90728231e-01  6.02109971e-01  2.66704003e-01 -3.94633964e-01]",cat
"[-134.58265875  109.49098431   27.40650141   22.91720623   19.72451261
   21.53270552    5.88107541    5.42549165    5.0973838    10.16333223
    5.06621814    7.22764451    4.18047242    2.94958135    0.76189159
    1.61806837    0.71002983    4.79141902    3.25611652    1.11508273
   -0.65943675    3.8301184     5.71612395    6.88955794    5.71346523
    5.12153744    2.24119618    3.65458531    1.64484136   -1.38369077
   -1.81355434   -2.14826355   -2.81108333   -1.52457278   -0.81368303
   -0.43846328   -1.66335743   -1.55129971   -1.45033282    0.3535114 ]",cat
"[-3.52421953e+02  6.47831427e+01 -7.95784577e-01  7.72128630e+00
  1.04108715e+01  1.04145159e+01  8.31033665e+00  1.69434880e+01
  1.01145286e+01  5.14638850e+00  4.43253671e+00  5.70814730e+00
  7.23685797e+00  9.60900939e+00  4.73449436e+00  3.61495468e+00
  3.53803537e+00  7.41630097e+00  1.89452586e+00  2.97407787e+00
  5.24190772e+00  3.93887182e+00  4.42430909e+00  4.72318654e+00
  1.98240582e+00  3.51495401e+00  1.47165217e+00  7.94218891e-01
  1.57305347e+00  3.20282594e+00  1.13347806e+00  2.07727632e+00
  1.12897692e+00  7.43072188e-01  4.98787833e-01  7.10041974e-01
  1.01243558e+00  1.04010568e+00  7.02192732e-01 -5.51503180e-02]",cat
"[-2.16327428e+02  7.56828887e+01 -7.20963109e+00  2.54814611e+01
 -7.50539332e+00  1.57118330e+01 -2.96254078e+00  7.72573827e+00
 -1.06176639e+01  7.16672834e+00  8.60248998e+00  2.90173404e+01
 -5.09520392e+00 -1.69920363e+01 -1.36442113e+01 -9.27789636e-01
  9.39433564e+00 -1.14212188e+01 -1.00638712e+01  1.55913892e+01
  1.38470025e+01 -1.88429284e-01 -1.23208833e+00  7.05637617e+00
 -1.16683264e+01 -7.02809072e+00  3.17887172e+00 -4.62012204e+00
 -5.46308297e+00  4.66223522e+00  7.06815678e+00  3.76047151e+00
  2.96583794e+00 -1.45012952e+00 -2.30481429e+00  3.36016738e-01
 -4.15460591e-01 -4.57364105e+00  4.46004397e+00  8.78249856e-01]",cat
"[-3.33217159e+02  7.40095847e+01 -1.45342801e+01  9.86101621e+00
  6.33000165e+00  6.15037791e+00  3.81317693e+00  7.51876097e+00
  5.69812915e+00  2.69567343e+00  2.92462544e+00  4.91541896e+00
  5.94623638e+00  7.22404205e+00  2.86682529e+00  3.11002590e+00
  2.57935976e+00  5.05889024e+00 -7.38666663e-01  1.00217272e+00
  5.03183782e+00  3.94039475e+00  2.95407443e+00  4.61418366e+00
  1.52599167e+00  3.14693918e+00  9.35247248e-02 -8.27129652e-01
  1.68840144e+00  2.50114499e+00  8.27082584e-02  1.65644179e+00
  6.86281225e-01  1.21428584e+00 -5.32805510e-01 -1.95076175e-01
  3.31936491e-01  7.51523466e-01 -5.18625916e-01 -1.31639655e+00]",cat
"[-2.09366562e+02  8.41340901e+01 -2.45474413e+01  9.72291778e+00
 -1.75290731e+00 -4.05126903e+00 -3.50259833e+00 -5.32306376e+00
 -2.65405326e+00 -1.23162827e+00 -1.30092949e+00  1.66203595e-01
 -1.98115753e+00 -6.03796298e-03 -1.31782049e+00  1.86906440e+00
  1.00287846e+00  1.36763817e+00  9.44220632e-01  1.97905149e+00
  2.90509896e+00  3.03874142e+00  2.04213456e+00  4.14715264e+00
  2.51428939e+00  3.10269168e+00  9.49828529e-01  1.15522596e+00
  8.85303290e-01  3.90381710e-01  7.31524590e-01  1.15493924e+00
  1.52050254e+00  1.56489115e+00  5.98839582e-02 -9.54824867e-02
  1.83769242e-01  9.03248180e-01 -3.64764191e-01 -5.90093361e-01]",cat
"[-2.78968200e+02  1.02057034e+02  2.94831274e+01  2.21164680e+01
  1.54050534e+01  9.13430267e+00  2.17143846e+00  3.64404869e+00
 -1.30361553e+00  4.55105273e+00  3.88168997e+00  4.65389305e+00
  1.74752329e+00  2.65027430e+00 -2.28361996e+00 -1.34190816e+00
 -2.55710951e+00 -1.51585188e+00  1.29985985e+00  5.50629565e+00
  3.58765971e+00  4.69212813e+00  5.17594632e+00  5.74734649e+00
  3.72210047e+00  4.37469271e+00  1.85923296e+00  2.38746069e-01
 -4.92305281e-01  9.44204587e-01  8.35466630e-01  1.03381404e+00
  1.71547925e-01  6.60273943e-01 -5.50938844e-02 -6.90691775e-01
 -2.13821902e+00 -2.94942319e+00 -2.87946327e+00 -1.12162772e+00]",cat
"[-2.88965506e+02  9.66583903e+01  3.53582356e+01  2.48315210e+01
  1.74479182e+01  1.14084302e+01  4.69304823e+00  5.13544229e+00
  1.09168203e+00  4.96620176e+00  4.29374838e+00  3.86076263e+00
  2.36980732e-02 -4.79299992e-01 -2.51024485e+00 -1.03673217e-01
 -1.85909570e+00 -1.81671551e+00  9.17028583e-01  6.06202567e+00
  4.67218728e+00  5.38422751e+00  5.26603202e+00  5.41069424e+00
  2.06398977e+00  1.89714084e+00  1.06092496e+00  5.47126998e-01
 -3.94016254e-01  1.01278461e+00  1.50819303e+00  2.03977265e+00
  1.53790986e+00  1.16012888e+00 -2.31334654e-01 -1.67308927e+00
 -2.63937065e+00 -2.55450537e+00 -2.29560240e+00 -9.42857855e-01]",cat
"[-3.03500465e+02  9.96626958e+01  3.94245053e+01  2.73410493e+01
  1.85871787e+01  1.23636967e+01  6.19264886e+00  6.15352793e+00
  1.73571319e+00  4.73796418e+00  3.87193860e+00  4.54717819e+00
  4.61315064e-01 -7.66996718e-01 -2.44619661e+00 -1.20945523e-01
 -2.05587492e+00 -1.05457178e+00  8.28566184e-01  4.93510754e+00
  4.15998567e+00  5.33809769e+00  4.62557341e+00  4.37584258e+00
  1.41762485e+00  7.86459129e-01 -1.84602755e-01  3.48485136e-02
 -2.44481379e-01  1.47669386e+00  1.55001336e+00  2.07312207e+00
  1.48238957e+00  9.59794165e-01 -4.15337841e-01 -1.49373241e+00
 -2.36620866e+00 -1.83837052e+00 -1.15720080e+00 -3.54931485e-01]",cat
"[-2.32905862e+02  7.85185539e+01 -1.59273514e+00 -7.01078064e+00
 -5.69867858e+00  1.22479315e+01  6.66752526e+00  3.23462057e+00
 -3.91382777e+00  2.49216350e+00  2.33732714e+00  1.71555362e+00
 -3.47109802e+00 -7.13574343e-01 -6.06795932e-01  4.05031415e+00
  3.13877321e+00  4.08528671e+00  1.03764966e+00 -4.66538340e-02
 -4.10027846e+00 -2.33831376e+00  9.84333012e-01  5.88415087e+00
  4.30783710e+00  3.03402185e+00  8.34981396e-01  1.49362359e+00
 -5.56654317e-02  6.10738558e-02  1.12747108e-01  1.55781385e+00
  2.06042184e+00  2.34189404e+00  1.13159324e+00  1.40302499e+00
  8.18211617e-01  5.87426187e-01  5.03725616e-01  7.26528094e-01]",cat
"[-3.38670511e+02  3.80253868e+01 -5.53623067e+01  9.95357778e+00
  2.64851069e+01 -1.23167541e+00  1.18175101e+01  1.03557430e+01
 -9.99233549e+00 -7.75521461e+00 -3.86255758e+00  2.57492103e+00
  7.54224442e+00  6.58433442e+00 -6.81168774e+00 -7.00847369e+00
 -1.19964491e+01 -6.25421265e+00  1.95666756e+00 -5.29735786e-02
 -6.49910355e+00 -7.87082301e+00 -1.03048552e+00 -6.93406796e-02
 -5.80088588e+00  1.05356148e+00  1.24045996e+01 -1.43808709e+00
 -1.15216669e+01 -4.65431906e+00 -2.42613994e+00 -6.56133717e+00
 -1.77202259e+00 -5.22550142e+00 -1.15887599e+01 -5.12909739e+00
 -1.13782576e+00 -1.77078128e+00 -2.88640662e+00  6.80790822e-01]",cat
"[-3.30981641e+02  6.42237930e+01 -5.56702960e+01 -2.60672604e+01
  2.47082476e+01  4.19741200e+00 -3.10705333e+00  1.70810616e+01
  9.92298508e+00 -8.92602108e+00 -1.69124772e+01 -4.64259111e+00
 -1.61208917e-01  1.36065821e+01  6.78577066e+00 -2.42186268e+00
 -1.50387170e+01 -1.14369067e+01  7.28979467e+00  4.96407264e+00
 -8.94953923e+00 -1.10874608e+01 -1.58310537e+00 -2.51910755e+00
 -7.30476412e+00  1.76884439e+00  1.13489787e+01 -1.27995163e+00
 -8.74308348e+00 -7.66768874e-01 -2.61196366e+00 -7.86486296e+00
 -3.31764896e+00 -3.79024656e+00 -9.89749276e+00 -6.87709284e+00
 -1.74526615e-02 -7.53964785e-01 -1.25748875e+00  7.55987154e-01]",cat
"[-328.69421903   88.01262696  -56.7827575   -45.62205129   16.81942771
    6.68461388  -12.52468261   15.79833163   24.2456711    -2.21005075
  -21.69391069   -4.5491128    -8.13442916    3.4665906     5.84846065
    3.91641827   -2.3278043   -11.84226104   -2.47658443    4.00636739
   -0.84917363   -7.69133578   -6.74758678   -5.636506     -5.35810774
   -2.51512503    1.04448962    1.88198692   -2.96065179   -0.60665049
   -1.85724511   -7.05402751   -5.08065542   -3.59244506   -5.5995895
   -6.6811918    -3.90579965   -2.19324752    0.71066655   -0.39234654]",cat
